#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCfuneral.3;[Root.GetTitledFirstName], my [GetFromVsFromFromFromRelation] [FromFromFrom.GetTitledFirstNameWithDynasty] has died, and you are humbly invited to [FromFromFrom.GetHerHis] funeral.\n\nSigned\n[From.GetTitledFirstNameWithDynasty];[Root.GetTitledFirstName], mon(a) [GetFromVsFromFromFromRelation] [FromFromFrom.GetTitledFirstNameWithDynasty] est décédé(e), vous êtes invité à ses funérailles.\n\nSigné\n[From.GetTitledFirstNameWithDynasty];;;[Root.GetTitledFirstName], mi [GetFromVsFromFromFromRelation] [FromFromFrom.GetTitledFirstNameWithDynasty] ha fallecido, estáis invitado a su funeral.\n\nFirmado\n[From.GetTitledFirstNameWithDynasty];;;;;;;;;x
EVTOPTAfuneral.3;Of course I shall attend;Bien sûr que je vais y assister;;;Claro que asistiré;;;;;;;;;x
EVTOPTBfuneral.3;Inform [From.GetTitledFirstName] that I cannot come;Informez [From.GetTitledFirstName] que je ne peux pas venir;;;Informad a [From.GetTitledFirstName] que no podré asistir;;;;;;;;;x
EVTDESCfuneral.4;The invitations have been sent to the Lords and Ladys of the realm to come to the funeral. It is time to prepare the feast and the funeral itself.;Les invitations ont été envoyées aux seigneurs et dames du royaume pour qu'ils assistent aux funérailles. Il est temps de préparer le banquet et les funérailles elles-mêmes. ;;;Las invitaciones han sido enviadas a los señores y damas del Reino para que asistan al funeral. Es el momento de preparar el banquete y el mismo funeral. ;;;;;;;;;x
EVTOPTAfuneral.4;The guests will arrive soon, best get on with it;Les invités vont bientôt arrivés, il vaut mieux passer à autre chose;;;Los invitados llegarán pronto, será mejor continuar;;;;;;;;;x
EVTDESCfuneral.5;All of the guests have arrived at [Root.Capital.GetName] and it is now time to start the feasting to celebrate the life of [FromFromFromFrom.GetTitledFirstNameWithDynasty].;Tous les invités sont arrivés à [Root.Capital.GetName] et il est maintenant temps de débuter le banquet pour célébrer la vie de [FromFromFromFrom.GetTitledFirstNameWithDynasty].;;;Todos los invitados han llegado a [Root.Capital.GetName] y es el momento de iniciar el banquete para celebrar la vida de [FromFromFromFrom.GetTitledFirstNameWithDynasty].;;;;;;;;;x
EVTOPTAfuneral.5;Let the feasting commence!;Que le banquet commence !;;;Que comience el banquete!;;;;;;;;;x
EVTTITLEfuneral.7;The Funeral;Les funérailles;;;El Funeral;;;;;;;;;x
EVTDESCfuneral.7;The friends and family of the departed, as well as notable lords of the realm, arrive at the keep. The body of [funeral_target.GetTitledFirstName], cleaned and prepared for viewing, dressed in the finest funeral garbs and accessories, sits in a casket placed at the feet of the ruling seat. The gathered crowd buzzes with hushed whispers, cut with the mournful cries from those closest to the dead. Soon a priest enters the court and approaches the body, turning to the assembled, the priest reads sacred rites over the dead and begins a eulogy, noting the deeds of the deceased. The speech finished, the party join the funeral feast where close friends share tales of valor, glory, and honor to keep the memory of the dead and combat grief's grasp as the body is interred.;Les amis et la famille du(e la) défunt(e), ainsi que les seigneurs les plus notables du royaume, sont arrivés au château. Le corps de [funeral_target.GetTitledFirstName], lavé et préparé pour être exposé, habillé avec les vêtements les plus raffinés, est couché dans un cerceuil au pied de la cathèdre. La foule se presse et les murmures innombrables ne sont entrecoupés que de sanglots de la part des proches du(e la) défunt(e). Un prêtre s'approche du corp puis se tourne vers l'assemblée. Il lit d'abord quelques textes sacrés sur les morts puis commence une eulogie. Le discours terminé, les invités et les proches rejoignent le banquet funéraire où les amis du(e la) défunt(e) partagent les souvenirs de gloire, de valeur et d'honneur pour adoucir leur peine tandis que le corp est enterré.;;;Los amigos y familiares del difunto, así como los señores más notables del Reino han llegado al castillo. El cuerpo de [funeral_target.GetTitledFirstName], limpiado y preparado para ser expuesto, vestido con las ropas más refinadas, está tumbado en un ataúd al pie del trono. La multitud se amontona y se escuchan un sinfín de susurros intercalados con los sollozos de los más cercanos del difunto. Un sacerdote se acerca al cuerpo y se vuelve hacia la gente. Lee algunos textos sagrados sobre la muerte y comenzó un elogio. El discurso terminó, los invitados y los familiares se unen al banquete funerario donde los amigos del difunto comparten los recuerdos de gloria, valor y honor para ahogar las penas mientras el cuerpo es enterrado.;;;;;;;;;x
EVTDESCcremate_funeral.7;Amidst a throng of people, the body of the dead, freshly cleaned and prepared for the fires to come, is carried to the temple and proceeded up the steps into the facade, there the body is laid in state so the family and friends of the dead can say their farewells, place a teary kiss upon the forehead of the body, recollect about days-past glories, or simply look upon the figure and weep. When each has had their turn to mourn, the body is hoisted onto the pyre, a solemn pray is told over it, and a lighting torch is presented to the [Root.GetTitledFirstName]. As the gathered crowd quiets, the torch is put to kindling and the body of [funeral_target.GetTitledFirstName] burns away. By the morn, the ashes are collected and interred within the temple.;Au milieu de la foule se tient le corp du(e la) défunt(e), fraichement lavé et préparé pour le bûcher. Il est transporté au temple jusqu'aux marches devant la facade où la famille et les amis peuvent lui dire adieu, embrasser son front, se souvenir des jours de gloire passés ou simplement l'admirer une dernière fois en silence. Lorsque tous ont pu lui rendre hommage, le corp est placé sur le bûcher, une prière solennelle est faite et une torche est présentée à [Root.GetTitledFirstName]. Alors que l'assemblée fait silence, la torche enflamme le bois et le corp de [funeral_target.GetTitledFirstName] disparait dans le sflammes. Lorsque le feu s'éteint, les cendres sont collectées et enterrées dans le temple.;;;En mitad de la multitud se encuentra el cuerpo del difunto, recientemente limpiado y preparado para ser expuesto. Es llevado al templo donde la familia y los amigos pudieron despedirse, besar su frente, recordar los días de gloria o simplemente admirarlo una última vez en silencio. Cuando todos pudieron despedirse, colocaron el cuerpo en el ataúd, se hizo una solemne oración y se presentó una antorcha a [Root.GetTitledFirstName]. Cuando se hizo el silencio, la antorcha encendió la madera y el cuerpo de [funeral_target.GetTitledFirstName] desapareciendo entre las llamas. Cuando el fuego se detuvo, recogieron las cenizas y las enterraron en el templo.;;;;;;;;;x
EVTDESCcrypts_funeral.7;Packs upon packs of people, peasant and noble alike, gather in the courtyard and surrounding streets to catch a glimpse of the deceased. As the procession leads the body of [funeral_target.GetTitledFirstName] through the crowded streets to the entrance of the Crypt, the populace wails its mourn and sorrow as the dead passes by. The leading train stops at the steps leading below. The surrounding crowd grows silent, all that is heard are the odd whisper or child's question as the pallbearers, the dead's kin and closest friends continue on, alone. Through the dark halls, they carry the lost, finally reaching the alcove and laying the body to rest below it's stone effigy, where each, in turn, bid their individual farewells.;Des vagues et des vagues de personnes, nobles ou roturières, s'assemblent dans la cour et dans les rues voisines pour apercevoir le corp du(e la) défunt(e). Alors que la procession mène le corp de [funeral_target.GetTitledFirstName] à travers les rues noires de monde jusqu'à l'entrée de la crypte, la populace geint et hurle sa tristesse au passage du cortège. Ce dernier s'arrête aux marches qui s'enfoncent dans la terre. La foule fait silence et on n'entend plus que quelques pleurs et enfants trop jeunes pour comprendre ce qui se passe. Les parents et les plus proches amis continuent seuls. A travers les sombres salles ils transportent le(a) défunt(e) jusqu'à une alcove où ils déposent le corp sous son effigie de pierre où chacun lui fait ses derniers adieux.;;;Multitudes de personas, nobles y plebeyos, se reúnen en el patio y en las calles vecinas para ver el cuerpo del difunto. Cuando la procesión lleva el cuerpo de [funeral_target.GetTitledFirstName] a través de las calles repletas de gente hasta la entrada a la cripta, el populacho llora y gime tristemente al paso del cortejo. El cortejo se detiene en la entrada de la cripta, la gente guarda silencio y sólo se escuchan algunos llantos y niños demasiado jóvenes para comprender que pasa. Los familiares y amigos más próximos continuan el cortejo entrando el la cripta. A través de las oscuras estancias transportan al difunto hasta un nicho donde depositan el cuerpo bajo una estatua de piedra donde se despiden por última vez.;;;;;;;;;x
EVTDESCriver_funeral.7;As the body of the [funeral_target.GetTitledFirstName] is brought out, the family and closest friends of the dead have gathered on the docks. The body of the deceased, prepared and cleaned, is placed in the straw-lined boat while the canopic jars, filled and closed tightly, are placed about the body. The eldest kinsman places the death stones upon the closed eyes of the dead, and as tears begin to flow, kicks the boat free from the dock. Once the boat is caught in the currents of the Trident, and the cries and wails from the assembled party die down, a kinsman takes up the bow, nocks an arrow, draws the bow, and releases a fiery arrow. On the river, the boat bursts alit as the arrow hits, lighting the [funeral_target.GetTitledFirstName]'s way to the ever-after.;Alors que le corp de [funeral_target.GetTitledFirstName] est transporté dehors, la famille et les amis proches se sont rassemblés sur les quais. Le(a) défunt(e), lavé et préparé, est placé sur une barque funéraire avec dans ses mains un canope. Le parent le plus âgé place des pierres sur les yeux du(e la) défunt(e) avant de pousser l'embarcation, aidé par six autres personnes. Lorsque le Trident s'empare de l'embarcation et l'emporte loin des pleurs de l'assemblée, un parent s'empare d'un arc, met le feu à une flêche, puis décoche un trait enflammé sur l'embarcation. Cette dernière prend feu, illuminant le fleuve pour guider [funeral_target.GetTitledFirstName] vers l'au-delà.;;;Mientras el cuerpo de [funeral_target.GetTitledFirstName] es transportado, la familia y los amigos cercanos se reúnen en el muelle. El difunto, lavado y preparado, está sobre una barca funeraria cubierto por el escudo de la casa. El pariente más anciano coloca piedras sobre los ojos del difunto antes de llevar la embarcación al agua, ayudado por otras sis personas. Cuando el Tridente se apodera de la embarcación y la aleja un pariente toma un arco, pone fuego a una flecha y dispara a la embarcación, que prende fuego iluminando el río para guiar a [funeral_target.GetTitledFirstName] al más allá.;;;;;;;;;x
EVTDESCironwood_funeral.7;The bearers, the closest kin and friends of the deceased, exit the keep and bring forth the body of [funeral_target.GetTitledFirstName]. Amidst a throng of people, the dead is placed in the Ironwood casket and hoisted atop the great pyre. Once the body is placed atop the pyre, a sorrowful eulogy is read to the tearful assembly and at last the torch and two ironwood seeds are are placed in the palms of the dead, and the torch is put to the kindling, the funeral fires build quickly, and engulf the casket. As the ironwood burns away, the flames of the pyre turn to cobalt and azure, lapis and navy, the fire's bright blue light colours the teary faces of the deceased's family and friends, who watch on until nothing but smoke and ash remain.;Les porteurs et les parents et amis proches du(e la) défunt(e) sortent du château, portant le corp de [funeral_target.GetTitledFirstName]. Au milieu de la foule le(a) défunt(e) est placé dans un cerceuil de ferrugier puis hissé sur le grand bûcher. Une eulogie est lue à l'asemblée en larme avant que la torche et deux graines de ferrugiers soient placés dans les paumes du(e la) défunt(e). La torche est ensuite allumée et le bûcher funéraire s'enflamme rapidement, dévorant le cerceuil. Alors que le ferrugier prend feu, les flammes du bûcher prennent des teintes azurées et font ressortir le visage bleuté du(e la) défunt(e). Les proches le regarde jusqu'à ce qu'il ne reste plus que de la fumée et des cendres.;;;Los portadores y amigos del difunto salen del castillo, llevando el cuerpo de [funeral_target.GetTitledFirstName]. En medio de la multitud el difunto está en un ataúd de Palo Santo en lo alto de una pira. Un elogio se leyó y se colocaron semillas de Palo Santo en las manos del difunto. La antorcha prendió rápidamente la pira funeraria devorando el ataúd. Cuando el Palo Santo prendió fuego, las llamas del ataúd tomaron tonos azulados, de cobalto, lapislázuli y guardamarinas que resaltaron el rostro azulado del difunto. Los más cercanos lo miraron hasta que no quedó nada más que humo y cenizas.;;;;;;;;;x
EVTDESCseven_funeral.7;As the silent sisters finish the preparations of the deceased, the body of [funeral_target.GetTitledFirstName] is brought to the local Sept and laid atop the altar at its centre. Canopic jars of ornate design are placed at the feet of the dead and the Eldest child places the death stones upon the closed eyes of the deceased. One by one, those closest to the departed in life make their way into the Sept and speak their goodbyes, shed their mournful tears, and pray to the Seven for the dead. As the day winds down and the last goodbye is said, the body is carried by kin along the crowd-lined streets, to its final resting place. As the sun fades away, a great feast is held and those who knew the dead recount stories of the life and deeds of the lost.;Après que les soeurs du silence aient fini de préparer le(a) défunt(e), le corp de [funeral_target.GetTitledFirstName] est transporté jusqu'à septuaire et déposé sur l'autel qui se tient en son centre. Des canopes décorés sont placés aux pieds du(e la) défunt(e) et l'aîné des enfants place des pierres sur les yeux fermés de son parent. Les uns après les autres, les proches s'approchent du(e la) mort(e) pour lui dire adieu, le pleurer et faire une prière aux Sept pour son repos. Lorsque la journée arrive à sa fin, les parents prennent le corp et le transportent à travers les rues noires de monde jusqu'à sa dernière demeure. Au coucher du soleil, un grand banquet est organisé et ceux qui ont connu le(a) défunt(e) se remémorent la vie et les exploits du(e la) disparu.;;;Después de que las Hermanas Silenciosas acabaran de preparar al difunto, el cuerpo de [funeral_target.GetTitledFirstName] es transportado hasta el septo y depositado en el altar que está en el centro. El blasón familiar está colocado a pies del difunto y el hijo mayor pone dos piedras sobre los ojos cerrados de su padre. Uno tras otro, los allegados se acercan al muerto para darle el último adiós, llorarle y rogar a los Siete por su reposo. Cuando el día llega a su fin, los familiares toman el cuerpo y lo llevan a través de las calles repletas de gente hasta su descanso final. Al ponerse el sol, un gran banquete se organiza y aquellos que conocieron al difunto rememoran la vida y maldicen que haya desaparecido.;;;;;;;;;x
EVTDESColdgods_funeral.7;Three days have gone by since [funeral_target.GetTitledFirstName] passed away and the body was cleaned, prepared for burial, and wrapped in a shroud and laid at the base of the Weirwood tree. Kith and close kin of the dead arrive to mourn with each placing offerings for the dead about the body. As darkness draws in, the gathered party make their way to the Godswood as the eldest kinsman, hooded and cloaked in heavy linen, proceeds forwards and enters carrying the Runic Weirwood Staff, everyone present sets their eyes downcast, fearful of glimpsing the staff. The staff is put to the body to measure, then the Kinsman whispers to the body before departing. As soon as the ritual is concluded, those closest to the dead gather up the body and carry it to the grave where they offer their final farewells.;Trois jours se sont écoulés depuis la mort de [funeral_target.GetTitledFirstName] et le corp a été lavé et préparé pour l'enterrement. Couvert d'un linceul, il a été placé au pied du barral. Parents et amis du(e la) défunt(e) s'avancent pour le(a) pleurer et placer des offrandes. Alors que le soleil disparait peu à peu, l'assemblée se rend dans le bois sacré précédée par le parent le plus âgé vêtu de lin et portant un baton de barral orné de runes. Toutes les personnes présentes baissent les yeux de peur d'apercevoir les runes. Le baton est ensuite placé dans les mains du(e la) défunt(e) avant que le parent ne lui murmure quelque chose. Lorsque le rituel s'achève, les proches s'avancent vers le corp et le transportent dans la tombe où ils lui disent un dernier adieu.;;;Tres días han transcurrido desde la muerte de [funeral_target.GetTitledFirstName] y el cuerpo ha sido limpiado y preparado para el entierro. Cubierto de una mortaja, está al pie de un arciano. Parientes y amigos del difunto de adelantan para llorar y colocar las ofrendas. Mientras el sol desaparece poco a poco, los presentes entran al Bosque de Dioses precedidos por el pariente más anciano llevando un bastón de arciano ornamentado de runas. Todos los presentes bajan los ojos por miedo a las runas. El bastón es colocado en las manos del difunto mientras que el pariente le murmura algo. Cuando acaba el ritual, los allegados se acercan al cuerpo y lo llevan a la tumba donde le dan el último adiós.;;;;;;;;;x
EVTDESCdrownedgod_funeral.7;"It's been a day since [funeral_target.GetTitledFirstName] passed away. The strongest reavers and kin of the dead gather in the keep, where a Drowned Man is brought in to check the deceased. Then the assembled party lift up the body and carry it from the keep to a waiting ship and is sailed out into the open sea, where the anchor is cast. The Drowned Man gathers up seawater and sprinkles it upon the dead, speaking the ancient words. With the rites completed, each member of the conclave come together to recount memories of the deceased, of their greatest reaving, major boarding actions, and the many treasures paid for with the Iron Price! As the sun falls, the Drowned man ties off the body and it is cast overboard with the words, ""What is dead may never die, but rises again harder and stronger.";"Cela fait un jour que [funeral_target.GetTitledFirstName] est décédé(e), les capitaines les plus hardis et les parents du(e la) défunt(e) se sont réunis dans le château où un noyé inspecte le corps. L'assemblée transporte ensuite le(a) mort(e) jusqu'à un bateau qui prend le large. Arrivé en haute mer, l'ancre est jetée. Le noyé asperge le corp d'eau de mer tout en psalmodiant les anciens mots. Lorsque le rite s'achève, chaque personne se met à tour de rôle à raconter un souvenir en rapport avec le(a) défunt(e), se remémorant les plus audacieux pillages, les abordages les plus sanglants et les plus beaux trésors payés avec le fer-prix. Alors que le soleil disparait peu à peu dans la mer, le noyé soulève le corp et le dépose dans la mer tout en prononçant les mots ""Ce qui est mort ne saurait plus mourir mais ressurgit plus rude et vigoureux"".";;;"Hace ya un día que [funeral_target.GetTitledFirstName] falleció, los capitanes más audaces y los parientes del difunto se han congregado en el castillo donde un Hombre Ahogado inspecciona el cuerpo. El cortejo transporta al muerto hasta un barco que zarpa hasta mar abierto. Llegado a altamar, se lanza el ancla. El Ahogado rocía el cuerpo con agua de mar mientras pronuncia las antiguas palabras. Cuando el ritual termina, cada persona cuenta un recuerdo del difunto, rememorando los saqueos más audaces, los abordajes más sangrientos y los más bellos tesoros pagados con el precio del hierro. Mientras el sol desaparece poco a poco en el mar, el Hombre Ahogado levanta el cuerpo y lo deja en el mar pronunciando las palabras ""Lo que está muerto no puede morir, sino que se alza de nuevo, más duro, más fuerte"".";;;;;;;;;x
EVTDESCbtwgods_funeral.7;"We burn them, friend or foe, they burn, death in battle or old age, they burn. That is the way of the Free Folk, else the Others will take them, more meat for their armies. Wood and scrap, grass and leaves, everything, even shit, is gathered for the fires. Before the light fades, the body of [funeral_target.GetTitledFirstName] is placed on the wood. All the Free Folk mourn in their own way, those that knew the dead talk of past days, some talk of their raids below the wall, others talk of the times they fought with the Thenns, with echoed shouts of ""I fucking hate Thenns"", and nearest the pyre, the deceased's love repeats ""You were mine and I was yours."", then the torch is put to fuel and a great fire burns through the night 'till only darkened ash remains.";"Nous les brûlons, amis ou ennemis ils brûlent, morts au combat ou de vieillesse ils brûlent. C'est la tradition du peuple libre, pour que les Autres ne les prennent pas. Bois et brindilles, herbe et feuilles, n'importe quoi, même les excréments, sont réunis pour le feu. Avant que la lumière ne meure, le corp de [funeral_target.GetTitledFirstName] est placé sur le bois. Le peuple libre le(a) pleur, chacun à sa façon. Ceux qui le(a) connaissaient rappellent les jours anciens, certains les raids au-delà du Mur, d'autres les combats contre les Thenns et d'autres encore leur répondent en criant ""Putain de Thenn !"". Plus près du bûcher, l'amour du(e la) défunt(e) répète ""Tu étais mien et j'étais tien"". Puis la torche est enflammée et le grand s'illumine et dévore tout jusqu'à ce qu'il ne reste plus que des cendres.";;;"Nosotros los quemamos, amigos o enemigos se queman, muertos en combate o de vejez se queman. Es la tradición del pueblo libre, para que los Otros no los tomen. Madera y ramas, hierba y hojas, incluso excrementos se reúnen para poder hacer fuego. Antes de que muera la luz, el cuerpo de [funeral_target.GetTitledFirstName] se coloca encima de la leña. El pueblo libre le llora, cada uno a su manera. Los que le conocían hablan de los tiempos pasados, algunos de las incursiones más allá del Muro, otros de los combates contra los thennitas, e incluso alguno le responde gritando ""putos thennitas!"". Cerca de la pira, el amor del difunto repite ""Tú eras mío y yo era tuya"". A continuación se enciende la antorcha y todo se ilumina hasta que no quedan más que cenizas.";;;;;;;;;x
EVTDESCdothraki_funeral.7;"An honoured rider in the Khalasar has died, earning a funeral pyre and the right to ride the Night Lands with the ancestors. The whole Khalasar collects wood and tinder, preparing the great pyre to send [funeral_target.GetTitledFirstName]. As night falls, the gathered cheer in honour of the dead starting off quiet but getting lourder and louder until a guttural dirge begins to ring out through the collected mass, each of the blood riders calls out ""Blood of my Blood"" and finally the torch is put to the pyre, and the woodpile burns into the sky. As the fire burns away, the revelry again erupts, each man takes a slave in celebration or commits to dance, more than once fighting erupts. As morning light peaks, the celebration winds down and the spouse of the deceased is escorted to Vaes Dothraki.";"Un(e) honorable chevaucheur(se) du khalasar est mort(e), gagnant le droit de chevaucher les prairies célestes en compagnie de ses ancêtres. L'ensemble du khalasar assemble du bois, préparant le bûcher funéraire de [funeral_target.GetTitledFirstName]. A ses côtés on place sa monture égorgée et ses possessions. Lorsque la nuit tombe, les acclamations en l'honneur du(e la) défunt(e) commencent et deviennent de plus en fortes jusqu'à ce qu'un chant funéraire guttural s'élève à travers la foule. Lorsque la première étoile apparait les sang-coureurs s'avancent et l'appellent ""sang de mon sang"" et finalement la torche est enflammée et déposée sur le bûcher. Lorsque le feu éclaire la nuit les rivalités et les bagarres éclatent, certains copulent avec des esclaves ou se mettent à danser. Lorsque l'aube apparait, les célébrations prennent fin et l'épouse(x) est conduit(e) à Vaes Dothrak.";;;"Un honorable jinete del khalasar ha muerto, ganándose el derecho de cabalgar en las praderas celestiales en compañía de sus ancestros. El conjunto del khalasar reúne leña para preparar la pira funeraria de [funeral_target.GetTitledFirstName]. A su lado se sitúa su montura sacrificada y sus posesiones. Cuando cae la noche, comienzan las aclamaciones en honor del difunto y se convierten en más fuertes hasta que un canto gutural funerario se eleva a través de la multitud. Cuando aparece la primera estrella los jinetes de sangre se adelantan llamándolo ""sangre de mi sangre"" y finalmente la antorcha es prendida y depositada en la pira. Cuando el fuego ilumina la noche las rivalidades y disputas estallan, algunos copulan con las esclavas o se ponen a bailar. Al alba, las celebraciones se acaban y la esposa del finado es conducida a Vaes Dothrak.";;;;;;;;;x
EVTDESCBdothraki_funeral.7;"An honoured rider in the Khalasar has died, earning a funeral pyre and the right to ride the Night Lands with the ancestors. The whole Khalasar collects wood and tinder, preparing the great pyre to send [funeral_target.GetTitledFirstName]. As night falls, the gathered cheer in honour of the dead starting off quiet but getting lourder and louder until a guttural dirge begins to ring out through the collected mass, each of the blood riders calls out ""Blood of my Blood"" and finally the torch is put to the pyre, and the woodpile burns into the sky. As the fire burns away, the revelry again erupts, each man takes a slave in celebration or commits to dance, more than once fighting erupts. As morning light peaks, the celebration winds down and the crowd departs to ride another day.";"Un(e) honorable chevaucheur(se) du khalasar est mort(e), gagnant le droit de chevaucher les prairies célestes en compagnie de ses ancêtres. L'ensemble du khalasar assemble du bois, préparant le bûcher funéraire de [funeral_target.GetTitledFirstName]. A ses côtés on place sa monture égorgée et ses possessions. Lorsque la nuit tombe, les acclamations en l'honneur du(e la) défunt(e) commencent et deviennent de plus en fortes jusqu'à ce qu'un chant funéraire guttural s'élève à travers la foule. Lorsque la première étoile apparait les sang-coureurs s'avancent et l'appellent ""sang de mon sang"" et finalement la torche est enflammée et déposée sur le bûcher. Lorsque le feu éclaire la nuit les rivalités et les bagarres éclatent, certains copulent avec des esclaves ou se mettent à danser. Lorsque l'aube apparait, les célébrations prennent fin et la foule se prépare pour une nouvelle journée de chevauchée. ";;;"Un honorable jinete del khalasar ha muerto, ganándose el derecho de cabalgar en las praderas celestiales en compañía de sus ancestros. El conjunto del khalasar reúne leña para preparar la pira funeraria de [funeral_target.GetTitledFirstName]. A su lado se sitúa su montura sacrificada y sus posesiones. Cuando cae la noche, comienzan las aclamaciones en honor del difunto y se convierten en más fuertes hasta que un canto gutural funerario se eleva a través de la multitud. Cuando aparece la primera estrella los jinetes de sangre se adelantan llamándolo ""sangre de mi sangre"" y finalmente la antorcha es prendida y depositada en la pira. Cuando el fuego ilumina la noche las rivalidades y disputas estallan, algunos copulan con las esclavas o se ponen a bailar. Al alba, las celebraciones se acaban y se preparan para una nueva jornada de cabalgada.";;;;;;;;;x
EVTOPTAfuneral.7;And so it is done...;Voilà qui est fait…;;;Está hecho…;;;;;;;;;x
TOOLTIPno_personality_funeral.7; with little likes or dislikes who just lived each day as it came;avec peu de gens qui aiment ou détestent celui ou celle qui a vécu chaque jour comme il venait;;;con pocas personas que lo quisieran o le detestaran, vivió cada día como venía;;;;;;;;;x
TOOLTIPfuneral.7;[This.GetTitledFirstNameWithDynasty] [This.GetDeathReason] on [This.GetDeathDate] at age [This.GetAgeYears]. [This.GetSheHeCap] was a [This.GetManWoman];[This.GetTitledFirstNameWithDynasty] [This.GetDeathReason] en [This.GetDeathDate] à l'âge de [This.GetAgeYears] ans. [This.GetSheHeCap] était un(e) [This.GetManWoman];;;[This.GetTitledFirstNameWithDynasty] [This.GetDeathReason] en [This.GetDeathDate] a la edad de [This.GetAgeYears] años. [This.GetSheHeCap] era [This.GetManWoman];;;;;;;;;x
TOOLTIPfuneralSKILLEDWARRIOR;[This.GetSheHeCap] was a well respected swordsman, being one of the more capable in history.;[This.GetSheHeCap] était un(e) [This.GetManWoman] d'épée respecté(e), l'un(e) des plus habiles de l'histoire.;;;[This.GetSheHeCap] fue un hombre de armas muy respetado, uno de los mejores de la historia.;;;;;;;;;x
TOOLTIPfuneralVALYRIANSTEEL;[This.GetFirstName] wielded a Valyrian steel blade, greatly aiding [This.GetHerHis] ability to protect [This.GetHerselfHimself];[This.GetFirstName] maniait une épée en acier valyrien, ce qui l'a aidé tout au long de sa vie. ;;;[This.GetFirstName] blandió una espada de acero valyrio, lo que le ayudó a lo largo de su vida. ;;;;;;;;;x
TOOLTIPfuneralDAWN;[This.GetFirstName] wielded the famous greatsword Dawn, the ancestral blade of House Dayne;[This.GetFirstName] maniait la fameuse épée Aube, la lâme ancestrale de la maison Dayne.;;;[This.GetFirstName] blandió la famosa espada Albor, la espada ancestral de la casa Dayne.;;;;;;;;;x
TOOLTIPfuneralICE;[This.GetFirstName] wielded the famous Valyrian steel greatsword Ice, the ancestral blade of House Stark;[This.GetFirstName] maniait la fameuse épée en acier valyrien Glace, la lâme ancestrale de la maison Stark.;;;[This.GetFirstName] blandió la famosa espada Hielo, la espada ancestral de la casa Stark.;;;;;;;;;x
TOOLTIPfuneralLONGCLAW;[This.GetFirstName] wielded the Valyrian steel sword Longclaw, the ancestral blade of House Mormont;[This.GetFirstName] maniait la fameuse épée en acier valyrien Grand-Griffe, la lâme ancestrale de la maison Mormont.;;;[This.GetFirstName] blandió la famosa espada Garra, la espada ancestral de la casa Mormont.;;;;;;;;;x
